review,filtered
"Argo wisata bhumi merapi
Lokasi wisata di lereng gunung merapi 😁
Tiket weekend 35k worth it untuk liburan keluarga x😁😁😁 …","['argo', 'wisata', 'bhumi', 'rapi', 'lokasi', 'wisata', 'lereng', 'gunung', 'rapi', '', 'tiket', 'weekend', 'k', 'worth', 'it', 'libur', 'keluarga', 'x', '']"
"Tempatnya lumayan menarik. Cuman untuk pengunjungnya, ga dibatesin. Dann di dalem, lumayan banyak orang yg pada ngelepas masker. Karena buat foto foto. Mungkin sebaiknya ada petugas yg jaga tiap tempat. Buat ngingetin pengunjungnya buat selalu pake masker. Soalnya mereka habis foto, lepas masker, eh maskernya ga dipake lagi :(","['lumayan', 'tarik', 'cuman', 'unjung', 'ga', 'dibatesin', 'dann', 'dalem', 'lumayan', 'orang', 'yg', 'ngelepas', 'masker', 'foto', 'foto', 'tugas', 'yg', 'jaga', 'ngingetin', 'unjung', 'pake', 'masker', 'habis', 'foto', 'lepas', 'masker', 'eh', 'masker', 'ga', 'dipake']"
"Destinasi yang bagus buat anak2. Bisa belajar ngasih makan kelinci, ngasih susu kambing, naik kuda, dll. Spot fotonya juga bagus, apalagi sekarang udah ada rumah hobbit. Terakhir ke sana bulan Mei 2018, harga tiket 20k, berlaku juga buat anak di atas 2th. Mas2 penjaganya pun ramah. ❤","['destinasi', 'bagus', 'anak', 'ajar', 'ngasih', 'makan', 'kelinci', 'ngasih', 'susu', 'kambing', 'kuda', 'dll', 'spot', 'foto', 'bagus', 'udah', 'rumah', 'hobbit', 'mei', 'harga', 'tiket', 'k', 'laku', 'anak', 'th', 'mas', 'jaga', 'ramah', '']"
"Tiket masuk IDR35k, koleksi satwanya sangat sedikit dan wahan yg di dalam pun gitu2 aja… dengan tiket 35k sih menurutku rada kemahalan krn itu hanya tiket masuk nya saja sementara di tempat lain tiket 35k bisa di tuker dengan minuman","['tiket', 'masuk', 'idrk', 'koleksi', 'satwa', 'yg', 'gitu', 'aja', 'tiket', 'k', 'sih', 'rada', 'mahal', 'krn', 'tiket', 'masuk', 'nya', 'tiket', 'k', 'tuker', 'minum']"
"Lokasi wisata di kaki gunung Merapi. Dipamerkan aneka macam satwa dilindungi mulai dari bebek, kucing, kura kura, binturong, rusa, babi hutan, ular (segala varian dan ukuran) dan masih banyak lagi. …","['lokasi', 'wisata', 'kaki', 'gunung', 'rapi', 'pamer', 'aneka', 'satwa', 'lindung', 'bebek', 'kucing', 'kura', 'kura', 'binturong', 'rusa', 'babi', 'hutan', 'ular', 'varian', 'ukur', '']"
"Mini zoo juga bisa interaksi sama beberapa hewan, tiket masuk murah, better jangan terlalu siang krn panas. Foto” di dalemnya udh kayak di luar negeri, bisa sewa kostum juga","['mini', 'zoo', 'interaksi', 'hewan', 'tiket', 'masuk', 'murah', 'better', 'siang', 'krn', 'panas', 'foto', '', 'dalem', 'udh', 'kayak', 'negeri', 'sewa', 'kostum']"
"Harga tiketnya 25k / orang . Tapi sepadan yaa dengan apa yg kita dapet apalagi kayak aku yg suka foto fotooo hehe .. bakal ada spot burung , hewan cocok buat bawa anak kecil ya . Selain itu spot yg paling aku suka adalah spot city Gtu . Ada …","['harga', 'tiket', 'k', 'orang', 'padan', 'yaa', 'yg', 'dapet', 'kayak', 'yg', 'suka', 'foto', 'fotooo', 'hehe', 'spot', 'burung', 'hewan', 'cocok', 'bawa', 'anak', 'ya', 'spot', 'yg', 'suka', 'spot', 'city', 'gtu', '']"
"Konsepnya sangat menarik memang, banyak spot2 instagramable sangat menarik anak muda banget. Selain itu tempat ini cocok juga dikunjungi keluarga besar terutama yang punya anak kecil, pasti betah ga mau diajak pulang. Lokasinya yahud …","['konsep', 'tarik', 'spot', 'instagramable', 'tarik', 'anak', 'muda', 'banget', 'cocok', 'kunjung', 'keluarga', 'utama', 'anak', 'betah', 'ga', 'ajak', 'pulang', 'lokasi', 'yahud', '']"
"Salah satu obyek wisata di Kaliurang  dengan konsep agro wisata yang bisa dikatakan cukup menarik. Terdapat mini zoo dengan beberapa koleksi hewan. Ada playground kecil. Ada kereta mini. Ada spot foto ala Santorini yg instagramable. Namun, …","['salah', 'obyek', 'wisata', 'kaliurang', 'konsep', 'agro', 'wisata', 'tarik', 'mini', 'zoo', 'koleksi', 'hewan', 'playground', 'kereta', 'mini', 'spot', 'foto', 'ala', 'santorini', 'yg', 'instagramable', '']"
"Kereenn .. banyak banget spot foto yang bagus, gak bakal puas, pasti pinginnya foto teruss😅 …","['kereenn', 'banget', 'spot', 'foto', 'bagus', 'gak', 'puas', 'pinginnya', 'foto', 'teruss', '']"
"Bagus spot"" Fotonya","['bagus', 'spot', 'foto']"
"Ini baru tempat wisata yang klop banget, bisa kenal macam2 hewan dan juga banyak banget spot foto yg instragamable.. …","['wisata', 'klop', 'banget', 'kenal', 'hewan', 'banget', 'spot', 'foto', 'yg', 'instragamable', '']"
"Aku ke sini tgl 2 Januari dan kebetulan sepi. Tiket masuk Rp.30rb, parkir mobil Rp.10rb.
Tempatnya bersih, beberapa kali lewat kandang agak bau, tapi wajar aja ya …","['tgl', 'januari', 'sepi', 'tiket', 'masuk', 'rprb', 'parkir', 'mobil', 'rprb', 'bersih', 'kali', 'kandang', 'bau', 'wajar', 'aja', 'ya', '']"
"Kalau mau foto dispot ala Santorini lebih baik saat weekday, saat weekend sangat ramai sekali...
Dulu kelincinya banyak dan dilepas, skrng tinggal sedikit, itupun yg dilepas hanya 1 sampai 2 ekor saja","['foto', 'dispot', 'ala', 'santorini', 'weekday', 'weekend', 'ramai', 'kelinci', 'lepas', 'skrng', 'tinggal', 'yg', 'lepas', 'ekor']"
"Dah ke 3 kali kesini, gak bosenin Temp nya kalau buat liburan anak, tiket murah tapi anak happy, bisa berinteraksi dengan hewan.
Dan ada spot foto Santorini, bener² keluarga bisa mendapatkan view do to yg bagus","['dah', 'kali', 'kesini', 'gak', 'bosenin', 'temp', 'nya', 'libur', 'anak', 'tiket', 'murah', 'anak', 'happy', 'interaksi', 'hewan', 'spot', 'foto', 'santorini', 'bener', 'keluarga', 'view', 'do', 'to', 'yg', 'bagus']"
Banyak spot buat foto2 yg instagramable. Aman utk wisata bersama anak2 kecil,"['spot', 'foto', 'yg', 'instagramable', 'aman', 'utk', 'wisata', 'anak']"
"Enak masakannya
Nampol pedasnya
Masakan rumahan khas Yogyakarta","['enak', 'masakan', 'nampol', 'pedas', 'masakan', 'rumah', 'khas', 'yogyakarta']"
"Tempat rekreasi yang cocok buat keluarga di akhir pekan, tempatnya bersih, luas, adem rindang, parkiran luas, pelayanannya juga bagus, petugas ramah dan komunikatif. …","['rekreasi', 'cocok', 'keluarga', 'pekan', 'bersih', 'luas', 'adem', 'rindang', 'parkir', 'luas', 'layan', 'bagus', 'tugas', 'ramah', 'komunikatif', '']"
"Salah satu tempat wisata unik di Jogja. Banyak Spot foto, karena setiap tempat berbeda beda tema. Yang paling menonjol spot foto ala Santorini. Kids Friendly, karena ada spot edukasi, mengenal berbagai macam jenis hewan. …","['salah', 'wisata', 'unik', 'jogja', 'spot', 'foto', 'beda', 'beda', 'tema', 'tonjol', 'spot', 'foto', 'ala', 'santorini', 'kids', 'friendly', 'spot', 'edukasi', 'kenal', 'jenis', 'hewan', '']"
Cocok untuk keluarga lokasi spot potonya indah.,"['cocok', 'keluarga', 'lokasi', 'spot', 'potonya', 'indah']"
"Mantaaap spot fotonya banyaak. Masuk byaar parkir 2k, masuk 20k, masuk santorini +10k. Bersih, terawat, keren dehh maa syaa Allah","['mantaaap', 'spot', 'foto', 'banyaak', 'masuk', 'byaar', 'parkir', 'k', 'masuk', 'k', 'masuk', 'santorini', 'k', 'bersih', 'awat', 'keren', 'dehh', 'maa', 'syaa', 'allah']"
Anak anak pasti suka....dg banyak nya aneka binatang kesayangan yg lucu.... & bisa berinteraksi secara langsung dg binatang kesangan nya...tanpa ada rasa takut ...karena di pandu oleh petugas yang sabar....telaten...& sllu berkenan memberikan penjelasan kpd pengunjung yg bertanya....,"['anak', 'anak', 'sukadg', 'nya', 'aneka', 'binatang', 'sayang', 'yg', 'lucu', 'interaksi', 'langsung', 'dg', 'binatang', 'kesang', 'nyatanpa', 'takut', 'pandu', 'tugas', 'sabartelaten', 'sllu', 'kenan', 'kpd', 'unjung', 'yg']"
"Tempat nya bagus
Tapi kurang arahan jalan / petunjuk arah
Jadi bingung mau jalan ke arah mana …","['nya', 'bagus', 'arah', 'jalan', 'arah', 'bingung', 'jalan', 'arah', '']"
"Menyenangkan, parkir luas, pengenalan satwa yg cukup beragam, tempat foto menarik, pilihan makanan/ jajanan yang beragam, harga tiket yg cukup terjangkau, terimakasih banyak ya","['senang', 'parkir', 'luas', 'kenal', 'satwa', 'yg', 'agam', 'foto', 'tarik', 'pilih', 'makan', 'jajan', 'agam', 'harga', 'tiket', 'yg', 'jangkau', 'terimakasih', 'ya']"
"Datang saat weekend hari minggu Htm 35k/ org, sibayik 2th free..

Baru nyampe langit mendung dan petir jedar jeder ud kwatir aja mamak ini klo …","['weekend', 'minggu', 'htm', 'k', 'org', 'sibayik', 'th', 'free', 'nyampe', 'langit', 'mendung', 'petir', 'jedar', 'jeder', 'ud', 'kwatir', 'aja', 'mamak', 'klo', '']"
"Hari minggu tepat di ultah saya hehe,
Karena tidak direncanakan dulu jadi langsung menentukan ke sini saja, di Agro Wisata Bhumi Merapi. Kesana agak sorean pas angin gunung terasa adem. Lokasinya …","['minggu', 'ultah', 'hehe', 'rencana', 'langsung', 'agro', 'wisata', 'bhumi', 'rapi', 'kesana', 'sore', 'pas', 'angin', 'gunung', 'asa', 'adem', 'lokasi', '']"
"Instagramable bgt!
Ada banyak hewan peliharaan juga loh. Seru banget, jadi bisa bikin adik2 have fun. Eh, nga cuma adik2 sih, semua juga ceria kalo udah bareng sama hewan lucu2 disini. Suka.","['instagramable', 'bgt', 'hewan', 'pelihara', 'loh', 'seru', 'banget', 'bikin', 'adik', 'have', 'fun', 'eh', 'nga', 'adik', 'sih', 'ceria', 'kalo', 'udah', 'bareng', 'hewan', 'lucu', 'suka']"
"Banyak tempat spot foto menarik,nuansa Eropa, cocok buat yang punya anak kecil karena banyak hewan2, kayak kebun binatang mini gitu, ada tempat makan,mushola,toilet","['spot', 'foto', 'menariknuansa', 'eropa', 'cocok', 'anak', 'hewan', 'kayak', 'kebun', 'binatang', 'mini', 'gitu', 'makanmusholatoilet']"
"Saya berkunjung bersama keluarga saat weekday. Tempatnya cukup besih, hanya daerah kandang hewan agak bau. Untuk yg bawa anak kecil cocok sekali karena binatangnya juga banyak jenis, terutama ada berang2 yg bisa diajak bermain. Hanya sayang saat weekday yg jual makanan kurang variatif","['kunjung', 'keluarga', 'weekday', 'besih', 'daerah', 'kandang', 'hewan', 'bau', 'yg', 'bawa', 'anak', 'cocok', 'binatang', 'jenis', 'utama', 'berang', 'yg', 'ajak', 'main', 'sayang', 'weekday', 'yg', 'jual', 'makan', 'variatif']"
"Pertama kali kesana kaget, soalnya pas nyampai itu malah turun trs dan gak ada apa². Ternyata masuk ke kiri tempatnya. Tambah kaget kok banyak hewan 😅. Soalnya bayangku yg cuma tmpt yg biru putih itu😂. …","['kali', 'kesana', 'kaget', 'pas', 'nyampai', 'turun', 'trs', 'gak', 'nyata', 'masuk', 'kiri', 'kaget', 'hewan', '', 'bayang', 'yg', 'tmpt', 'yg', 'biru', 'putih', '']"
"Di tempat ini tujuan wisatanya terbagi dua yaitu melihat hewan dan berfoto ria. Untuk hewan disini ada bebek, rusa, kuda, kambing, domba, hamster, kucing bengal, kucing anggora, kelinci, burung hantu, ular, kura kura dan lain lain. Untuk …","['tuju', 'wisata', 'lihat', 'hewan', 'foto', 'ria', 'hewan', 'bebek', 'rusa', 'kuda', 'kambing', 'domba', 'hamster', 'kucing', 'bengal', 'kucing', 'anggora', 'kelinci', 'burung', 'hantu', 'ular', 'kura', 'kura', '']"
"Cocok buat foto foto
Tiket masuk 30k/org
Sebaiknya datang saat golden hour (jam 4-5) …","['cocok', 'foto', 'foto', 'tiket', 'masuk', 'korg', 'golden', 'hour', 'jam', '']"
Tempatnya enak banget buat liburan keluarga. Banyak berbagai hewan dan spot foto yg bagus,"['enak', 'banget', 'libur', 'keluarga', 'hewan', 'spot', 'foto', 'yg', 'bagus']"
Lumayan ada Minni zoo nya ..bikin anak2 happy 😊😂😂 …,"['lumayan', 'minni', 'zoo', 'nya', 'bikin', 'anak', 'happy', '', '']"
"Tempatnya nyaman buat anak2, daerah wisatanya adem..pohon2 rindang...ramah anak, dan bebas rokok....jadi buat wisata dengan anak sangat rekomen banget...tempat parkirnya juga adem....laper bisa ke  restoran dengan prasmanan dan menu khas masakan jawa. Pas klo tempat ini wisata yang ramah anak..","['nyaman', 'anak', 'daerah', 'wisata', 'adempohon', 'rindangramah', 'anak', 'bebas', 'rokokjadi', 'wisata', 'anak', 'rekomen', 'bangettempat', 'parkir', 'ademlaper', 'restoran', 'prasmanan', 'menu', 'khas', 'masakan', 'jawa', 'pas', 'klo', 'wisata', 'ramah', 'anak']"
Menghibur. Suasana santai dan nyaman. Spot foto banyak pilihan. Mushalla kecil. Toilet ada bersih.,"['hibur', 'suasana', 'santai', 'nyaman', 'spot', 'foto', 'pilih', 'mushalla', 'toilet', 'bersih']"
Spot fotonya keren kereeeeen banget terutama yang greek. Ada mini zoonya juga. Semoga bisa semakin berkembang. Amiiin,"['spot', 'foto', 'keren', 'kereeeeen', 'banget', 'utama', 'greek', 'mini', 'zoonya', 'moga', 'kembang', 'amiiin']"
Sudah berkali2 ke sini tapi tidak membosankan dan mau kesana lagi ke Bhumi merapi,"['kali', 'bosan', 'kesana', 'bhumi', 'rapi']"
"Tempat yg asyik untuk anak anak mengenal binatang, bisa megang ular, bisa ngasih makan binatang2 yg ada d sana & bisa naik kuda juga..","['yg', 'asyik', 'anak', 'anak', 'kenal', 'binatang', 'megang', 'ular', 'ngasih', 'makan', 'binatang', 'yg', 'd', 'kuda']"
Tempatnya bagus buat foto2 tapi harus antri yaaa karna rame kalo weekend. Tiketnya 30k ada beberapa hewan jg jd anak kecil jg seneng diajak kesini. Tempatnya sejuk bersih tp kalau tempat foto2 tentu panas wkwk,"['bagus', 'foto', 'antri', 'yaaa', 'karna', 'rame', 'kalo', 'weekend', 'tiket', 'k', 'hewan', 'jg', 'jd', 'anak', 'jg', 'neng', 'ajak', 'kesini', 'sejuk', 'bersih', 'tp', 'foto', 'panas', 'wkwk']"
"Mengisi hari libur, sekaligus refreshing untuk anak-anak yang sudah penat 1 minggu bersekolah online 😁 ,karena kebetulan materi pelajaran bahasa Indonesia di sekolahnya tentang menyayangi binatang, akhirnya diputuskan main ke Bhumi Merapi …","['isi', 'libur', 'refreshing', 'anakanak', 'penat', 'minggu', 'sekolah', 'online', '', 'materi', 'ajar', 'bahasa', 'indonesia', 'sekolah', 'sayang', 'binatang', 'putus', 'main', 'bhumi', 'rapi', '']"
Tempatnya recommended buat anak anak. (Tepatnya di jakal km 20).  Banyak pengetahuan yang bisa di pelajari buat mereka yang tentunya sangat bermanfaat. Dan pasti anak anak bakalan seneng banget. Banyak satwa dan ada pengetahuan tentang …,"['recommended', 'anak', 'anak', 'jakal', 'km', 'ajar', 'manfaat', 'anak', 'anak', 'neng', 'banget', 'satwa', '']"
"Cocok untuk liburan bersama keluarga tercinta, tempatnya bersih dan nyaman 😊 …","['cocok', 'libur', 'keluarga', 'cinta', 'bersih', 'nyaman', '', '']"
"Seru main disini. Ponakan ku naik kuda gatau harga nya brp, terus beli susu untuk kambing. Ada byk spot foto, ada mas nya juga yg bantu fotoin (gratis) hehe tp saya gak minta fotoin karna udah lelah muter2.","['seru', 'main', 'ponakan', 'ku', 'kuda', 'gatau', 'harga', 'nya', 'brp', 'beli', 'susu', 'kambing', 'byk', 'spot', 'foto', 'mas', 'nya', 'yg', 'bantu', 'fotoin', 'gratis', 'hehe', 'tp', 'gak', 'fotoin', 'karna', 'udah', 'lelah', 'muter']"
"Tempat wisata ini cocok untuk edukasi anak krn byk aktifitas yg dpt dilakukan disini, mulai dr mengenal jenis binatang, kasih makan kelinci, kasih susu ke kambing pake dot, naik kuda poni dan msh byk lg hal lainnya yg bs dilakukan dsini","['wisata', 'cocok', 'edukasi', 'anak', 'krn', 'byk', 'aktifitas', 'yg', 'dpt', 'laku', 'dr', 'kenal', 'jenis', 'binatang', 'kasih', 'makan', 'kelinci', 'kasih', 'susu', 'kambing', 'pake', 'dot', 'kuda', 'poni', 'msh', 'byk', 'lg', 'yg', 'bs', 'laku', 'dsini']"
"Bagus tempatnya ,, saya kira luas banget tempatnya 😁🤭. Pas kesana sedang banyak pengunjung , jadi ga leluasa foto² 😁 …","['bagus', 'luas', 'banget', '', 'pas', 'kesana', 'unjung', 'ga', 'leluasa', 'foto', '', '']"
Bagus sekalii... Sayang guide terlalu cepat..,"['bagus', 'sayang', 'guide', 'cepat']"
"Salah satu wisata yang menarik untuk dikunjungi. Parkir mobil cukup luas, akses masuk mudah dijangkau. …","['salah', 'wisata', 'tarik', 'kunjung', 'parkir', 'mobil', 'luas', 'akses', 'masuk', 'mudah', 'jangkau', '']"
"Nah dsni asyik jg,byk hewan2.spt ular,kucing,dll.
Byk spot2 foto tanpa berbayar alias Free🤗🤗🤭 …","['dsni', 'asyik', 'jgbyk', 'hewanspt', 'ularkucingdll', 'byk', 'spot', 'foto', 'bayar', 'alias', 'free', '']"
Great place for family leisure. Ga jauh dari kota Jogja. Byk hewan menarik plus ada wahana baru Langlang Buana bisa potoh² keren,"['great', 'place', 'for', 'family', 'leisure', 'ga', 'kota', 'jogja', 'byk', 'hewan', 'tarik', 'plus', 'wahana', 'langlang', 'buana', 'potoh', 'keren']"
"Spot foto yang menarik dan cantik. Tiket masuk 30.000 / pengunjung.
Menuju ke lokasi wisata cukup mudah dicari, halaman parkir tersedia. Di lokasi wisata pengunjung dapat melihat aneka satwa seperti kambing, burung merpati, …","['spot', 'foto', 'tarik', 'cantik', 'tiket', 'masuk', 'unjung', 'tuju', 'lokasi', 'wisata', 'mudah', 'cari', 'halaman', 'parkir', 'sedia', 'lokasi', 'wisata', 'unjung', 'lihat', 'aneka', 'satwa', 'kambing', 'burung', 'merpati', '']"
"Bagus.. Untuk anak anak bisa lihat dan kasih makan hewan hewan ada kelinci, domba, kambing, burung, ular dll. …","['bagus', 'anak', 'anak', 'lihat', 'kasih', 'makan', 'hewan', 'hewan', 'kelinci', 'domba', 'kambing', 'burung', 'ular', 'dll', '']"
"Selain menyajikan wisata edukasi budidaya ternak dan perkebunan, Bhumi Merapi juga sangat populer akan spot-spot foto bertema Santorini, Alpen, dll. Harga tiket masuknya Rp30.000 saja dan tidak perlu bayar lagi untuk berfoto di …","['saji', 'wisata', 'edukasi', 'budidaya', 'ternak', 'kebun', 'bhumi', 'rapi', 'populer', 'spotspot', 'foto', 'tema', 'santorini', 'alpen', 'dll', 'harga', 'tiket', 'masuk', 'rp', 'bayar', 'foto', '']"
"Banyak spot foto disana mulai rumah ndeso sampai pemandangan santorini, permukiman di Pegunungan Alpen, Underground Baker Street,  juga mini zoo …","['spot', 'foto', 'rumah', 'ndeso', 'pandang', 'santorini', 'mukim', 'gunung', 'alpen', 'underground', 'baker', 'street', 'mini', 'zoo', '']"
"HTM 20rb, tutupnya jam 5, disana ada wahana outbond, banyak hewan seperti kelinci, ular, kambing etawa, rusa, kuda, merpati, dan kalian biasa nukerin tuket masuk dengan susu 1 tiket 1 gelas susu","['htm', 'rb', 'tutup', 'jam', 'wahana', 'outbond', 'hewan', 'kelinci', 'ular', 'kambing', 'etawa', 'rusa', 'kuda', 'merpati', 'nukerin', 'tuket', 'masuk', 'susu', 'tiket', 'gelas', 'susu']"
Tiket masuknya murah tapi di dalamnya tidak terlalu menarik dan kurang aktivitas anaknya,"['tiket', 'masuk', 'murah', 'tarik', 'aktivitas', 'anak']"
"Tempat yang bagus buat rekreasi keluarga, bisa berinteraksi langsung dengan berbagai macam hewan","['bagus', 'rekreasi', 'keluarga', 'interaksi', 'langsung', 'hewan']"
"Tempatnya luas banyak aneka ragam spot foto yang kekinian banget, harga tiket 35k per orang, ada beragam satwa bahkan ada cafenya juga jadi sangat lengkap.","['luas', 'aneka', 'ragam', 'spot', 'foto', 'banget', 'harga', 'tiket', 'k', 'orang', 'agam', 'satwa', 'cafenya', 'lengkap']"
"Pengelola parkir nya harus di perbaiki.. Tidak ada loket masuk mobil langsung diminta parkir, parkir juga belum, minat masuk langsung hilang.. Lebih baik sekalian kasih pos parkir info yg jelas tiket berapa, zaman gini masih pakai tiket yg bisa dipakai berkali2.. Mending pilih tempat lain saja..","['kelola', 'parkir', 'nya', 'loket', 'masuk', 'mobil', 'langsung', 'parkir', 'parkir', 'minat', 'masuk', 'langsung', 'hilang', 'kasih', 'pos', 'parkir', 'info', 'yg', 'tiket', 'zaman', 'gin', 'pakai', 'tiket', 'yg', 'pakai', 'kali', 'mending', 'pilih']"
"Banyak Spot fotonya ...
Keren juga buat terapi jalan ...","['spot', 'foto', 'keren', 'terapi', 'jalan']"
"Tempat wisata yang menarik untuk keluarga

Fieldtrip seru …","['wisata', 'tarik', 'keluarga', 'fieldtrip', 'seru', '']"
"Tempatnya keren, ada 2 spot unik, mini zoo dan santorini ala-ala yg di design dengan baik. Dengan harga 35k udah dapat hiburan 2 tipe sih worthed ya.","['keren', 'spot', 'unik', 'mini', 'zoo', 'santorini', 'alaala', 'yg', 'design', 'harga', 'k', 'udah', 'hibur', 'tipe', 'sih', 'worthed', 'ya']"
Agro wisata ramah anak dengan beberapa spot menarik.. mulai dari memberi makan hewan²..foto bersama..bermain bersama hewan..naik kuda..sampai spot berfoto dengan latar berbagai tempat menarik di dunia seperti Santorini..,"['agro', 'wisata', 'ramah', 'anak', 'spot', 'tarik', 'makan', 'hewan foto', 'bersamabermain', 'hewannaik', 'kudasampai', 'spot', 'foto', 'latar', 'tarik', 'dunia', 'santorini']"
Tempat yang bagus utk wisata dan edukasi buat anak2 dan keluarga.udara yang sejuk membuat makin nyaman berada di sini😊 …,"['bagus', 'utk', 'wisata', 'edukasi', 'anak', 'keluargaudara', 'sejuk', 'nyaman', '']"
"Sekitar 1 jam lebih kita otw dari Bantul via motor sampe dilokasi jam 9an, kebetulan aku dapet foto ini saat jam jam sepi, agak siangan lagi sudah rame, lumayan luas, tiap sudut bisa untuk foto², disini juga ada kandang hewan sama tempat makan, cocok untuk wisata bareng keluarga","['jam', 'otw', 'bantul', 'via', 'motor', 'sampe', 'lokasi', 'jam', 'an', 'dapet', 'foto', 'jam', 'jam', 'sepi', 'siang', 'rame', 'lumayan', 'luas', 'sudut', 'foto', 'kandang', 'hewan', 'makan', 'cocok', 'wisata', 'bareng', 'keluarga']"
"Tempatnya strategis, bersih, rapi, nyaman luas dan banyak spot buat foto2..","['strategis', 'bersih', 'rapi', 'nyaman', 'luas', 'spot', 'foto']"
Alternatif wisata keluarga. Bisa juga untuk refreshing atau sekedar hunting foto. Karna banyak spot foto-foto bagus dan menarik yang belum lama dibuka loh. Untuk binatang-binatang nya juga lebih beragam dan terrawat. …,"['alternatif', 'wisata', 'keluarga', 'refreshing', 'dar', 'hunting', 'foto', 'karna', 'spot', 'fotofoto', 'bagus', 'tarik', 'buka', 'loh', 'binatangbinatang', 'nya', 'agam', 'terrawat', '']"
"Suatu tempat wisata dengan area yang sangat luas dan tertata sangat rapi...ditambah lagi dengan udaranya yang sejuk...ada beberapa hewan peliharaan juga...
Ada taman bermain untuk anak anak juga...ada beberapa cafe juga di dalam kawasan …","['wisata', 'area', 'luas', 'tata', 'rapiditambah', 'udara', 'sejukada', 'hewan', 'pelihara', 'taman', 'main', 'anak', 'anak', 'jugaada', 'cafe', 'kawasan', '']"
"Unik tempatnya banyak spot foto, juga hewan hewan yang bisa mengedukasi anak-anak, disarankan datang pagi, karena kalau siang panas sekali, dan cukup ramai sehingga harus pandai-pandai menjaga diri dan tetap tertib protokol kesehatan ya.","['unik', 'spot', 'foto', 'hewan', 'hewan', 'edukasi', 'anakanak', 'saran', 'pagi', 'siang', 'panas', 'ramai', 'pandaipandai', 'jaga', 'tertib', 'protokol', 'sehat', 'ya']"
"Bagus buat foto, ada banyak latar yang bisa diambil. Ada binatang-binatang juga semacam kelinci, tupai, domba, reptil. Tempatnya luas dan lengkap, ada kafe untuk minum di dalam arena, ada juga restoran tempat makan di luar arena. Tempat sholatnya juga ada dan toilet pun banyak. Cocok untuk wisata bersama keluarga atau pun teman.","['bagus', 'foto', 'latar', 'ambil', 'binatangbinatang', 'kelinci', 'tupai', 'domba', 'reptil', 'luas', 'lengkap', 'kafe', 'minum', 'arena', 'restoran', 'makan', 'arena', 'sholatnya', 'toilet', 'cocok', 'wisata', 'keluarga', 'teman']"
"Tempatnya bagus,tiketnya terjangkau ramah dikantong,banyak spot foto yang instgramable disini. Dan disini lebih cocok untuk tempat rekreasi bersama keluarga,cocok untuk mengenalkan anak kepada satwa satwa juga. Nice lah pokoknya","['bagustiketnya', 'jangkau', 'ramah', 'dikantongbanyak', 'spot', 'foto', 'instgramable', 'cocok', 'rekreasi', 'keluargacocok', 'kenal', 'anak', 'satwa', 'satwa', 'nice', 'pokok']"
"Tempatnya Bagus untuk keluarga terutama anak-anak tapi kalo hujan kesulitan untuk berteduh, tidak disediakan payung bagi pengunjung dan otomatis beberapa satwa tidak dikeluarkan.","['bagus', 'keluarga', 'utama', 'anakanak', 'kalo', 'hujan', 'sulit', 'teduh', 'sedia', 'payung', 'unjung', 'otomatis', 'satwa']"
"Selalu jadi destinasi favorit untuk mengajak anak-anak menghabiskan waktu. Simpel, tempatnya nyaman, teduh, bersih dan murah. Wajib dicoba untuk mengajarkan anak lebih dekat dengan floran dan fauna.","['destinasi', 'favorit', 'ajak', 'anakanak', 'habis', 'simpel', 'nyaman', 'teduh', 'bersih', 'murah', 'wajib', 'coba', 'ajar', 'anak', 'floran', 'fauna']"
"destinasi wisata edukasi yang menarik, tidak hanya menawarkan mini zoo interaktif yang mendidik, tetapi juga memberikan kesempatan untuk berinteraksi langsung dengan beberapa hewan. Tempat ini memiliki banyak spot foto yang indah ala …","['destinasi', 'wisata', 'edukasi', 'tarik', 'tawar', 'mini', 'zoo', 'interaktif', 'didik', 'interaksi', 'langsung', 'hewan', 'milik', 'spot', 'foto', 'indah', 'ala', '']"
"Tempatnya asyik buat main anak, boleh dibilang mini zoo lah. Tiket masuknya terjangkau, 20 ribu/orang. Anak dibawah 2 thn gratis. Tiket bisa dituker susu dingin gratis. Tempat sampah masih sedikit.","['asyik', 'main', 'anak', 'bilang', 'mini', 'zoo', 'tiket', 'masuk', 'jangkau', 'ribuorang', 'anak', 'thn', 'gratis', 'tiket', 'dituker', 'susu', 'dingin', 'gratis', 'sampah']"
"Wisata keluarga dan pasangan yang oke banget. Komplit.
Mulai dari agro wisata, replika kota kota eropa untuk foto foto, bisa kasih makan fauna (kelinci, ayam, kambing, rusa) sampai foto sama reptil. Bisa juga makan …","['wisata', 'keluarga', 'pasang', 'oke', 'banget', 'komplit', 'agro', 'wisata', 'replika', 'kota', 'kota', 'eropa', 'foto', 'foto', 'kasih', 'makan', 'fauna', 'kelinci', 'ayam', 'kambing', 'rusa', 'foto', 'reptil', 'makan', '']"
"Tempat rekreasi yg nyaman utk anak2 di alam yg asri, ada berbagai binatang, juga mainan..tak ketinggalan ada tempat berfoto ria yg cantik di area Langlang Buana... Pokoknya seru deh👍 …","['rekreasi', 'yg', 'nyaman', 'utk', 'anak', 'alam', 'yg', 'asri', 'binatang', 'mainantak', 'tinggal', 'foto', 'ria', 'yg', 'cantik', 'area', 'langlang', 'buana', 'pokok', 'seru', 'deh', '']"
