text,Label, , .1, .2, .3, .4, .5, .6,predicted_label_id,predicted_label,confidence
"Cocok untuk liburan bersama keluarga tercinta, tempatnya bersih dan nyaman 😊 …", , , , , , , , ,2,Positif,0.9857
"Seru main disini. Ponakan ku naik kuda gatau harga nya brp, terus beli susu untuk kambing. Ada byk spot foto, ada mas nya juga yg bantu fotoin (gratis) hehe tp saya gak minta fotoin karna udah lelah muter2.", , , , , , , , ,1,Netral,0.835
"Tempat wisata ini cocok untuk edukasi anak krn byk aktifitas yg dpt dilakukan disini, mulai dr mengenal jenis binatang, kasih makan kelinci, kasih susu ke kambing pake dot, naik kuda poni dan msh byk lg hal lainnya yg bs dilakukan dsini", , , , , , , , ,2,Positif,0.9614
"Bagus tempatnya ,, saya kira luas banget tempatnya 😁🤭. Pas kesana sedang banyak pengunjung , jadi ga leluasa foto² 😁 …",Negatif, , , , , , , ,0,Negatif,0.9569
Bagus sekalii... Sayang guide terlalu cepat.., , , , , , , , ,0,Negatif,0.8781
"Salah satu wisata yang menarik untuk dikunjungi. Parkir mobil cukup luas, akses masuk mudah dijangkau. …", , , , , , , , ,2,Positif,0.8607
"Nah dsni asyik jg,byk hewan2.spt ular,kucing,dll.
Byk spot2 foto tanpa berbayar alias Free🤗🤗🤭 …", , , , , , , , ,2,Positif,0.7821
Great place for family leisure. Ga jauh dari kota Jogja. Byk hewan menarik plus ada wahana baru Langlang Buana bisa potoh² keren, , , , , , , , ,2,Positif,0.9562
"Spot foto yang menarik dan cantik. Tiket masuk 30.000 / pengunjung.
Menuju ke lokasi wisata cukup mudah dicari, halaman parkir tersedia. Di lokasi wisata pengunjung dapat melihat aneka satwa seperti kambing, burung merpati, …", , , , , , , , ,2,Positif,0.9745
"Bagus.. Untuk anak anak bisa lihat dan kasih makan hewan hewan ada kelinci, domba, kambing, burung, ular dll. …", , , , , , , , ,2,Positif,0.9575
"Selain menyajikan wisata edukasi budidaya ternak dan perkebunan, Bhumi Merapi juga sangat populer akan spot-spot foto bertema Santorini, Alpen, dll. Harga tiket masuknya Rp30.000 saja dan tidak perlu bayar lagi untuk berfoto di …", , , , , , , , ,2,Positif,0.9781
"Banyak spot foto disana mulai rumah ndeso sampai pemandangan santorini, permukiman di Pegunungan Alpen, Underground Baker Street,  juga mini zoo …", , , , , , , , ,2,Positif,0.9817
"HTM 20rb, tutupnya jam 5, disana ada wahana outbond, banyak hewan seperti kelinci, ular, kambing etawa, rusa, kuda, merpati, dan kalian biasa nukerin tuket masuk dengan susu 1 tiket 1 gelas susu", , , , , , , , ,2,Positif,0.9358
Tiket masuknya murah tapi di dalamnya tidak terlalu menarik dan kurang aktivitas anaknya,Negatif, , , , , , , ,0,Negatif,0.9773
"Tempat yang bagus buat rekreasi keluarga, bisa berinteraksi langsung dengan berbagai macam hewan", , , , , , , , ,2,Positif,0.9876
"Tempatnya luas banyak aneka ragam spot foto yang kekinian banget, harga tiket 35k per orang, ada beragam satwa bahkan ada cafenya juga jadi sangat lengkap.", , , , , , , , ,2,Positif,0.9793
"Pengelola parkir nya harus di perbaiki.. Tidak ada loket masuk mobil langsung diminta parkir, parkir juga belum, minat masuk langsung hilang.. Lebih baik sekalian kasih pos parkir info yg jelas tiket berapa, zaman gini masih pakai tiket yg bisa dipakai berkali2.. Mending pilih tempat lain saja..",Negatif, , , , , , , ,0,Negatif,0.9754
"Banyak Spot fotonya ...
Keren juga buat terapi jalan ...", , , , , , , , ,2,Positif,0.9676
"Tempat wisata yang menarik untuk keluarga

Fieldtrip seru …", , , , , , , , ,2,Positif,0.9837
"Tempatnya keren, ada 2 spot unik, mini zoo dan santorini ala-ala yg di design dengan baik. Dengan harga 35k udah dapat hiburan 2 tipe sih worthed ya.", , , , , , , , ,1,Netral,0.8683
Agro wisata ramah anak dengan beberapa spot menarik.. mulai dari memberi makan hewan²..foto bersama..bermain bersama hewan..naik kuda..sampai spot berfoto dengan latar berbagai tempat menarik di dunia seperti Santorini.., , , , , , , , ,2,Positif,0.9839
Tempat yang bagus utk wisata dan edukasi buat anak2 dan keluarga.udara yang sejuk membuat makin nyaman berada di sini😊 …, , , , , , , , ,2,Positif,0.9843
"Sekitar 1 jam lebih kita otw dari Bantul via motor sampe dilokasi jam 9an, kebetulan aku dapet foto ini saat jam jam sepi, agak siangan lagi sudah rame, lumayan luas, tiap sudut bisa untuk foto², disini juga ada kandang hewan sama tempat makan, cocok untuk wisata bareng keluarga", , , , , , , , ,2,Positif,0.923
"Tempatnya strategis, bersih, rapi, nyaman luas dan banyak spot buat foto2..", , , , , , , , ,2,Positif,0.9858
Alternatif wisata keluarga. Bisa juga untuk refreshing atau sekedar hunting foto. Karna banyak spot foto-foto bagus dan menarik yang belum lama dibuka loh. Untuk binatang-binatang nya juga lebih beragam dan terrawat. …, , , , , , , , ,2,Positif,0.9614
"Suatu tempat wisata dengan area yang sangat luas dan tertata sangat rapi...ditambah lagi dengan udaranya yang sejuk...ada beberapa hewan peliharaan juga...
Ada taman bermain untuk anak anak juga...ada beberapa cafe juga di dalam kawasan …", , , , , , , , ,2,Positif,0.9745
"Unik tempatnya banyak spot foto, juga hewan hewan yang bisa mengedukasi anak-anak, disarankan datang pagi, karena kalau siang panas sekali, dan cukup ramai sehingga harus pandai-pandai menjaga diri dan tetap tertib protokol kesehatan ya.", , , , , , , , ,2,Positif,0.7562
"Bagus buat foto, ada banyak latar yang bisa diambil. Ada binatang-binatang juga semacam kelinci, tupai, domba, reptil. Tempatnya luas dan lengkap, ada kafe untuk minum di dalam arena, ada juga restoran tempat makan di luar arena. Tempat sholatnya juga ada dan toilet pun banyak. Cocok untuk wisata bersama keluarga atau pun teman.", , , , , , , , ,2,Positif,0.9822
"Tempatnya bagus,tiketnya terjangkau ramah dikantong,banyak spot foto yang instgramable disini. Dan disini lebih cocok untuk tempat rekreasi bersama keluarga,cocok untuk mengenalkan anak kepada satwa satwa juga. Nice lah pokoknya", , , , , , , , ,2,Positif,0.9522
"Tempatnya Bagus untuk keluarga terutama anak-anak tapi kalo hujan kesulitan untuk berteduh, tidak disediakan payung bagi pengunjung dan otomatis beberapa satwa tidak dikeluarkan.",Negatif, , , , , , , ,0,Negatif,0.7967
"Selalu jadi destinasi favorit untuk mengajak anak-anak menghabiskan waktu. Simpel, tempatnya nyaman, teduh, bersih dan murah. Wajib dicoba untuk mengajarkan anak lebih dekat dengan floran dan fauna.", , , , , , , , ,2,Positif,0.9852
"destinasi wisata edukasi yang menarik, tidak hanya menawarkan mini zoo interaktif yang mendidik, tetapi juga memberikan kesempatan untuk berinteraksi langsung dengan beberapa hewan. Tempat ini memiliki banyak spot foto yang indah ala …", , , , , , , , ,2,Positif,0.9845
"Tempatnya asyik buat main anak, boleh dibilang mini zoo lah. Tiket masuknya terjangkau, 20 ribu/orang. Anak dibawah 2 thn gratis. Tiket bisa dituker susu dingin gratis. Tempat sampah masih sedikit.", , , , , , , , ,2,Positif,0.9629
"Wisata keluarga dan pasangan yang oke banget. Komplit.
Mulai dari agro wisata, replika kota kota eropa untuk foto foto, bisa kasih makan fauna (kelinci, ayam, kambing, rusa) sampai foto sama reptil. Bisa juga makan …", , , , , , , , ,2,Positif,0.981
"Tempat rekreasi yg nyaman utk anak2 di alam yg asri, ada berbagai binatang, juga mainan..tak ketinggalan ada tempat berfoto ria yg cantik di area Langlang Buana... Pokoknya seru deh👍 …", , , , , , , , ,2,Positif,0.9824
"Area wisata hewan tidak terllau digemari. Untuk area wisata spot foto paling banyak dipergunakan, tapi banyak area spot foto yang tidak dirawat dan bahkan banyak sarang laba-labanya. Bagusnya, tidak ada tambahan biaya untuk semua area yang ada.",Negatif, , , , , , , ,0,Negatif,0.9734
"Cocok utk liburan bersama keluarga dr anak2 sampai org dewasa, ada mini zoo dan tempat selfi, ada resto jg. Htm 30k, parkir mobil 5k", , , , , , , , ,2,Positif,0.9809
"Tempatnya asik, buat spot foto2 juga bagus2, bisa naik kuda, memberi makan burung dan memberi susu anak kambing", , , , , , , , ,2,Positif,0.9865
"Ada mini zoo dengan beberapa hewan di kandang.
Cocok buat yang suka foto-foto karena banyak spot yang instagramable.
Tidak boleh membawa makanan dan minuman dari luar, tapi pas saya ke sini, tempat jual makanan cuma ada satu gerai.",Negatif, , , , , , , ,2,Positif,0.8511
Tempatnya asiiik banget buat foto foto.. pegawainya jg ramah ramah. Pokoknya the best laaah, , , , , , , , ,2,Positif,0.7183
"Liburan mengenal satwa dan bisa foto tempat2 yg asik... Misal kita fto dg satwa kaya kelinci, kura2, ular dll tidak dpungut biaya... Anak2 jg bsa belajar memberi makan hewan (byr 5rb), dan klw ingin menaiki kuda jg bisa (byr 20rb)...,bsa jg …", , , , , , , , ,2,Positif,0.6173
Datang jam 9 pagi supaya masih sepi jadi bagus untuk foto2. Lokasinya bersih dan menyenangkan utk anak2 karena bisa main2 sama binatang. Area istirahat utk makannya juga bersih dan menarik., , , , , , , , ,2,Positif,0.9672
"Baru tau, ternyata disini ada kaya mini zoo?
Pantesan, pas kesana kok banyak yang bawa keluarga. Ternyata, emang ada mini zoonya. …", , , , , , , , ,0,Negatif,0.7468
"Tempat yang cocok untuk berwisata edukasi, banyak reptil jinak yang bisa diajak untuk berfoto-foto dengan membayar seikhlasnya. Parkiran luas.", , , , , , , , ,2,Positif,0.9878
Tempat wisata yg keren. Bisa sebagai tempat edukasi buat anak2 juga. Karena ada kebun binatang mini. Kemudian nuga ada spot2 foto yg Instagram able bgt dg latar bangunan2 ikonik dunia., , , , , , , , ,2,Positif,0.9827
"Harga masuk 30rb
parkir motor 5rb
mobil 10rb …", , , , , , , , ,0,Negatif,0.4877
"Mini zoo.. Cocok untuk keluarga.. Atau pacaran juga boleh.. Konsepnya adalah tempat wisata dengan banyak wahana.. Antara lain mini zoo, duplikasi santorini, lorong dengan landscape american, european, ancient greek.. Bisa untuk foto ala …", , , , , , , , ,2,Positif,0.9849
"sangat rekomen untuk wisata family, tempat nyaman banyak spot foto dan ramah anak. mending kesini kalo sorea atau pagi sekalian krn panas bgt", , , , , , , , ,2,Positif,0.9233
"Tempat nya adem,,bnyak sport foto,,cuma di beberapa bagian tempat nya gak bau,,", , , , , , , , ,1,Netral,0.7533
"Recommended...cocok buat wisata anak2 dan dewasa...terlebih di ""era corona"" yg perlu ruangan terbuka", , , , , , , , ,2,Positif,0.9738
"Tempat yang sejuk di lereng merapi. Biaya masuk 20.000 bisa ditukar dengan segelas susu sapi segar. Di dalamnya ada banyak hewan-hewan seperti burung hantu, kelinci, kuda, kambing. Anak-anak bisa menaiki kuda atau memberi makan kambing. Para pegawainya ramah.", , , , , , , , ,2,Positif,0.9845
"Tempatnya oke, ramah anak, tiket untuk masyarakat daerah/sekitar mungkin lumayan mahal sih, 30ribu waktu kesana di hari Minggu (Kurang tau kalau selain weekend). …", , , , , , , , ,0,Negatif,0.598
"Paling cocok kalo kesini tuh sm adek/ponakan/sm anak² buat yg uda nikah. Karna emang wisata edukasi, tp konsepnya unik + ga bikin bosen. Dibagi jd dua tempat wisata, ada mini zoo & tempat² buat selfie/foto² yg instagramable bgt. Ada …", , , , , , , , ,2,Positif,0.8424
"Anak saya lumayan betah disini..cuma datengnya kesiangan, harusnya dari awal pagi kesini biar bisa agak longgar jalan-jalannya. …", , , , , , , , ,0,Negatif,0.9258
"Tempat nyaman untuk membawa anak anak di agrowisata.
Lokasi mudah ditempuh, masuk 50 m dari jalan utama jl. Kaliurang.
Ada gua peninggalan jaman P. Diponegoro.", , , , , , , , ,2,Positif,0.9843
"Dari jalan raya plang-nya gede banget jadi gak mungkin nyasar. Parkiran mobil cukup luas, parkiran motor di pendopo jadi aman dari hujan, cuma padet banget kalo dateng kesiangan. …", , , , , , , , ,1,Netral,0.8242
"Lumayan instagramable,,walaupun terbatas spot fotonya dan area fotonya minimalis,,ada beberapa yg perlu perbaikan,,karena beberapa bagian elemen spot fotonya ada yg rusak,,untuk minizoo nya lumayan menarik bagi anak2,,tapi ada beeberapa …",Negatif, , , , , , , ,0,Negatif,0.9611
"Sangat-sangat recommended!!! 👍👍👍
Tempat nya terawat dan sangat mengedukasi terutama buat anak-anak. Harga tiket masuk juga sangat terjangkau dengan apa yg didapatkan sangat-sangat value for money 👍👍👍 …", , , , , , , , ,2,Positif,0.9152
"Taman wisata keluarga....
Yang viral ya replika santorini itu.
Sekedar saran.. …", , , , , , , , ,1,Netral,0.4937
"biasa dipakai buat outing class, beneran all in one, semua jenis wisata di satu tempat", , , , , , , , ,2,Positif,0.9029
kalau hari libur jangan ditanya ramenya kek apa. ampe foto aja susah. Tempatnya asik banget banyak spot foto. Anak anak juga seneng pasti ke sini karena ada mini zoo nya. Destinasi wajib klo ke jogja, , , , , , , , ,2,Positif,0.9094
Tempat wisata edukasi yang cocok untuk anak-anak belajar mengeksplor alam. Disana terdapat banyak satwa yang bisa dijadikan tempat belajar dan rekreasi untuk anak., , , , , , , , ,2,Positif,0.9854
"Tempatnya bagus, ada edukasi jenis-jenis hewan, ada banyak spot foto cantik dan estetik. Keren", , , , , , , , ,2,Positif,0.9861
"Kesana waktu weekend HTM 30rb, banyak hewan2 untuk edukasi anak2, dan ada juga spot foto menarik ala2 santorini. Harga minuman dan makanan di dalam sangat terjangkau dan rasanyapun lumayan enak. Namun di sayangkan untuk mushola di dalam hanya ada satu dengan lokasi yg cukup luas", , , , , , , , ,1,Netral,0.7672
"Sangat rekomen buat wisata bersama keluarga, diusahakan datang ketika weekday agar tidak antri ketika berfoto. Banyak wahana yang dapat dinikmati, seperti berkenalan dengan berbagai macam hewan dan dapat berfoto di wahana lang lang buana", , , , , , , , ,2,Positif,0.9659
"Tempat wisata rekomended yang kids friendly , nyaman , adem , banyak spot foto..", , , , , , , , ,2,Positif,0.9876
"Tiket Rp. 30000, parkir Mobil Rp. 5000, banyak lokasi utk background foto. Tempat cuci tangan dan sabun cair banyak, kantin bervariasi. Toilet umum tersedia.", , , , , , , , ,2,Positif,0.978
Tetep jadi destinasi terutama spot foto ya.. tapi tetep bisa jalan jalan sama liat fauna., , , , , , , , ,1,Netral,0.8598
"Baguuss, cuman hewannya kurang banyak 🤭 trus kurang bersih dikit, tp baguss buat foto 👍 …",Negatif, , , , , , , ,0,Negatif,0.974
"Tempatnya bagus, cukup terawat, tiket masuknya juga terjangkau. Cocok banget sih untuk liburan singkat sama anak-anak. Kemarin datang pas weekday, jadi sepi. Ada mini zoo juga, dari kucing, musang, monyet, kelinci, reptil hingga burung …", , , , , , , , ,2,Positif,0.951
"Tempat wisata yg ada mini zoo nya dan tempat foto2, tapi sayang sudah kurang terawat. Pdhl tempat cukup luas. Untuk tiket masuk 30 ribu per orang. Parkir mobil 10 rb.",Negatif, , , , , , , ,0,Negatif,0.9642
Menarik tempatnya.. cocok utk tempat main keluarga yg mempunyai anak kecil seusia s.d. SD. Tapi kalau yg sudah gede juga bisa karena ada spot foto2nya. …, , , , , , , , ,2,Positif,0.9307
"Agritourism ini memang paling cocok dinikmati bareng keluarga, ramah anak bisa untuk edukasi dan buat orang dewasa yg suka foto banyak banget spot menarik buat isi feed instagram. cukup bayar tiket sekali g usah bayar tiap spot wkwk
cuman kalau pas weekend emang harus sabar karena pengunjungnya banyak banget", , , , , , , , ,2,Positif,0.581
"Bagus sekali tempatnya berada di deketnya gunung merapi jadi gak begitu panas dan cocok untuk semua kalangan karena ada binatang""nya juga gak cuma tempat foto"" aja …", , , , , , , , ,2,Positif,0.8452
Tempatnya sekarang jauh lebih bersih dan rapi. Koleksi hewan nya juga semakin banyak. Petugasnya juga ramah2. Hewan nya gemuk2 dan terawat dengan baik., , , , , , , , ,2,Positif,0.5452
"Tempat wisata ini lain dari yang lain, ditempat yang jauh dadi hiruk pikuknya keramaian kota, anda akan dimanjakan dgan udara pegunungan yang sejuk, dsini jga bisa belajar bagaiman beternak sapi, kambing, keledai dan bercocok tanam aneka …", , , , , , , , ,2,Positif,0.9785
"Tempat wisata spot foto dan edukasi anak² harga terjangkau
Cuma saran tolong diberi arah petunjuk rute spot mana dulu yg harus dilewati", , , , , , , , ,1,Netral,0.6448
"Tempatnya seru & luas. Ada area semacam mini zoo, bisa kasih makan hewan & naik kuda. Ada byk spot foto2 serasa lg liburan ke luar negeri 👍🏻👍🏻
Untuk harga tiket 35rb worth it lah untuk dikunjungi. …", , , , , , , , ,2,Positif,0.9568
"cocok untuk anak2 dan dewasa. ada beberapa area hewan, areq spot foto instagramable. murah meriah parkir 5rb masuk 10rb dan klo masuk ke spot foto ala2 di santorini cukup bayar 10rb", , , , , , , , ,2,Positif,0.9759
"Area luas dengan tema utama mini zoo dan spot foto ala santorini.
Untuk minizoo sendiri tergolong terawat dan banyak pegawai yang standby di lokasi. Sedangkan untuk spot foto juga keren, ada persewaan kostum juga dan jual …", , , , , , , , ,2,Positif,0.9715
"Tempat wisata yang bagus untuk keluarga karena menyatu dengan alam, ada seperti peternakan atau zoo, bisa kasih minum kambing, bisa foto bersama burung hantu, tempat bermain anak anak luas ada santorini ala sleman kita bisa berfoto dan …", , , , , , , , ,2,Positif,0.9876
"Konsep tempatnya sangat bagus, ada mini zoo, dan ada juga spot foto-foto yang bagus. Cocok banget buat refreshing sama keluarga.", , , , , , , , ,2,Positif,0.9836
"Tempatnya bagus, terutama untuk spot fotonya sangat instagrameble, bayar 30k kesini ga rugi deh guyss! Disini juga ada hewannya juga, yuk kesinii♡", , , , , , , , ,2,Positif,0.9431
"Tempat yang recommend untuk piknik bersama keluarga, sangat kids friendly karena banyak spot untuk pengenalan binatang-binatang, dan juga banyak spot yang Instagram-able", , , , , , , , ,2,Positif,0.9832
"Cocok untuk dijadikan destinasi liburan keluarga dengan anak kecil, ada mini zoo, naik kuda, kereta (untuk kereta kurang begitu recom, karna getaran keretanya sangat terasa, suaranya berisik sekali 😄) …",Negatif, , , , , , , ,2,Positif,0.692
Awesome place for our kids.. mereka bisa belajar banyak hal.. dari perawatan binatang sampai tumbuhan.. dari memberi susu pada anak kambing sampai dengan menanam hidroponik.. keren.abis, , , , , , , , ,2,Positif,0.9721
"Sangat cocok untuk wisata keluarga, bagi anak2 khususnya. Banyak kegiatan edukasi fab, seperti berkuda, memberi makan kelinci, memberi minum susu kambing, area reptil, dll.", , , , , , , , ,2,Positif,0.9782
"Tempatnya mayan bagus, cocok buat yang suka foto. Yang suka berkuda juga bisa nyoba dimari.", , , , , , , , ,2,Positif,0.9782
"Cocok buat edukasi anak anak dan untuk orang dewasa yg menemani cocok di bagian spot foto labirinnya. Bagusnya itu bisa berinteraksi dengan hewannya langsung, meskipun gk banyak macam macam hewan tapi hampir semua hewan yg ada disana …", , , , , , , , ,2,Positif,0.8724
Tempat wisata yang menggabungkan antara edukasi dan spot-spot foto menarik. HTM 30 ribu rupiah per orang. Kapasitas parkir kendaraan yang besar dengan tukang parkir yang standby di setiap sudutnya. Di dalamnya pengunjung bisa melihat …, , , , , , , , ,2,Positif,0.986
"Nyaman, rapi, bersih, ramah anak...
Cocok buat liburan keluarga.
Spot foto juga banyak dan gratisss. …", , , , , , , , ,2,Positif,0.9865
"Lokasinya mudah dicari karena tidak jauh dari jalan utama. Tempat parkirnya pun luas. Harga tiketnya Rp. 30.000.
Saat masuk lokasi, akan disambut berbagai tanaman dan binatang seperti reptil, …", , , , , , , , ,2,Positif,0.9569
"Harga tiket lumayan, akses sholat gampang, hewnnya ga terlalu banyak lebih ke mini zoo, bocil bisa interaksi dengan hewan salah satunya kelinci.",Negatif, , , , , , , ,0,Negatif,0.9747
"Tempatnya sejuk, banyak pepohonan dan tempat untuk istirahat. Bisa dapat satu gelas kecil susu stroberi gratis. Tempat yang cocok untuk anak-anak belajar dan berinteraksi dengan beberapa jenis hewan seperti kuda, kelinci, ular, kambing, …", , , , , , , , ,2,Positif,0.988
"Di maps buka jam 9, pas dateng jam 9 kurang , katanya bukanya jam setengah 10, pas udah balik lagi ternyata katanya buka jam 10 .. nunggu lagi.",Negatif,, , , , , , ,0,Negatif,0.9694
"Ini itu salah satu tempat wisata di jogja, lokasinya lumayan dekat dari kota, selain tempatnya Bagus di sini lokasinya besar dan konsep kekinian. Kalian wajib ke sini. Selain ada binatang2 tempat ini juga ada tanaman2 dan tempat2 foto yg sangat Instagram.", , , , , , , , ,2,Positif,0.9411
"Tempat bagus, murah, cukup panas kalau siang",Netral, , , , , , , ,1,Netral,0.8747
"Tempatnya bagus untuk spot foto, dan juga bisa berinteraksi dengan hewan” seperti mengasih makan dan juga bisa berfoto langsung.
Juga ada kuda yg bisa dinaiki dengan harga  20rb/orang.", , , , , , , , ,2,Positif,0.985
"Biaya masuk 30.000/orang. Ada beberapa satwa yang bisa dilihat disini dan spot untuk berfoto.
Namun kalau boleh menyarankan, sebaiknya bagian bawah kandang kucing seperti dibersihkan",Negatif, , , , , , , ,0,Negatif,0.9583
Tempat liburan dan tempat edukasi yang baik dan ramah unutk anak-anak, , , , , , , , ,2,Positif,0.9807
"Tempat yang sangat bagus untuk anak-anak karena design mini zoo nya yang unik. Sayangnya disini tidak menerima debit atau qris. Jadi, harus bawa uang cash yg cukup banyak untuk tiket masuk Rp 35 ribu dan beli wortel makan kelinci cukup mahal",Negatif, , , , , , , ,0,Negatif,0.8941
"Suasananya enak walau harus panas2an tuk bisa berfoto2 tapi trbayarkan dengan spot foto yang estetika..
Bagus, rekomendasi tuk yang mau prewed disini",Positif, , , , , , , ,2,Positif,0.9824
"Tempat yang bagus buat foto foto, especially di bangunan ala ala Yunaninya. Ada mini zoo juga buat yang suka interaksi sama hewan. Ada kelinci, kucing, ular, kura-kura, kambing, dsb. Bisa naik kuda poni juga.", , , , , , , , ,2,Positif,0.9825
Super keren dan sangat worth it dengan harga tiketnya xixi. Dijamin ga nyesel deh. Spot fotonya juga instagramable banget., , , , , , , , ,2,Positif,0.8824
"Parkiran cukup luas, kegiatan outbond nya seru, tempatnya instagramable bgt.. foodcourt nya ada meski tidak banyak. Edukasi ttg satwa cukup baik, hanya saja antrian naik kuda agak crowded.. cukup seru disini",Negatif, , , , , , , ,0,Negatif,0.9527
"Lokasi wisata yg cocok.untuk foto-foto. Parkiran luas, harga tiket terjangkau. Ada hewan-hewan juga jadi cocok untuk membawa anak kecil.", , , , , , , , ,2,Positif,0.987
"Tempat nya bagus banget, ada mini zoo nya, kita bisa berinteraksi dengan hewan hewan seperti ular, kura kura, kucing, kelinci, monyet, burung dan lainnya. Cocok banget buat anak anak. Ada yang spot buat foto foto yang asik banget. Petugas nya juga ramah ramah. Pas untuk semua usia.", , , , , , , , ,2,Positif,0.9823
"Selalu ada ""sesuatu"" di Jogja, salah satunya tempat yg oke ini untuk keluarga. Tempatnya instagramable banget, ramah juga buat anak2, mulai dr main dengan hewan, memberi makan hewan, berkuda, dll... Affordable price jg tentunya.", , , , , , , , ,2,Positif,0.9744
"Merupakan salah satu destinasi wisata yang ada di wilayah Pakem. Tempatnya mudah dijangkau dan menawarkan berbagai macam tampilan, mulai dari hewan hingga tempat berswafoto yang cukup baik. Tempatnya bersih dan terjaga dengan baik. Sangat …", , , , , , , , ,2,Positif,0.9663
"🐴 Agro Tourism Bhumi Merapi - Tempat Asik Buat Keluarga! 🌿✨

Buat lo yang lagi nyari tempat wisata asik di Jogja, Agro Tourism Bhumi Merapi …", , , , , , , , ,2,Positif,0.9754
"Kesini sekitar jam 9, jd masih rada sepi. Tp pas pulang, tiba2 jadi rame 😅 Banyak petugas satwa yg jaga, jd bisa tanya2 seputar hewan yg ada disitu.
Tiket 1 orang di weekday 30k, abak lebih dari 2thn bayar full. Ada beberapa …", , , , , , , , ,1,Netral,0.5828
"Htmnya 35rb per orang , anak diatas 2th berbayar full. Skrg lebih oke banyak fasilitasnya buat foto2 juga oke. Better kesini pagi .", , , , , , , , ,1,Netral,0.8896
"Tempatnya bersih, spot foto banyak. Pertama kali datang tahun 2019. Pas masih agak sepi", , , , , , , , ,2,Positif,0.9662
"Parkiran luas dan sejuk banyak pohon-pohon nya, HTM 30rb untuk di mini zoo tempatnya asri banyak pepohonan, kebetulan kesitu pada hari senin, jadi tidak begitu ramai, posisi area langlang buana ada di belakang, tempat fotonya banyak banget, …", , , , , , , , ,2,Positif,0.9519
"Tempat wisata keluarga apalagi kalo punya anak kecil, cocok mampir ke @agrowisatabhumimerapi nih. Tempatnya kebanyakan melihat hewan dan bisa kasi makan hewan-hewannya juga. Dan spot kece buat foto cuman sepetak doang, sisanya wisata …", , , , , , , , ,2,Positif,0.9611
"Agro wisata Bhumi merapi ini, adalah tempat wisata bermacam2 pengalaman, dari beberapa satwa seperti burung2 unik ada disini. Burung hantu serta satwa lainnya. Tiket masuk kesini 25ribu, dan kalau kamu bawa kamera ada biaya 50ribu, termasuk …", , , , , , , , ,2,Positif,0.9705
"kebun binatan mini cocok bawa anak2 kesini..tempat luas,.spot foto good..
2 x kesini", , , , , , , , ,2,Positif,0.9848
"Masuk sini bayar nya 30.000 , di dalem banyak satwa2 jadi cocok buat yang bawa anak2. Ada naik kuda juga Ada spot foto kaya di santorini gitu . Bagus sih cuma kemarin pas beli makanan di resto nya dapet resto yang minimalis menu nya 😅 …", , , , , , , , ,1,Netral,0.6038
"Bagus tempatnya, dengan tiket 35rb puas banget sih ini. Banyak aneka ragam hewan, dan berbagai tema tempat. Luas banget. Banyak spot menarik untuk foto dan melakukan kegiatan. Sangat recommended liburan kesini. Kalo menuju sore enak gak terlalu banyak orang pas libur.", , , , , , , , ,2,Positif,0.9453
"Lumayan bagus & bersih tempatnya,ada zoo & miniatur bangunan ala2 eropa,jepang & Korea
Tp sayang dilarang bawa masuk makanan dari luar tp  didalem yg jual makanan sdikit",Negatif, , , , , , , ,0,Negatif,0.9648
"Tempat yang cocok buat liburan bersama keluarga, untuk anak-anak ada mini zoo, ngasih makan kelinci, kura-kura, domba, dll, untuk yang muda-muda banyak spot foto instagramable, untuk yang udah tua kalo capek jalan, ada gazebo-gazebo buat istirahat 😂 …", , , , , , , , ,2,Positif,0.9884
Agrowisata Bhumi Merapi Yogyakarta merupakan destinasi yang menggabungkan konsep wisata edukatif dan area foto Instagramable dalam satu lokasi., , , , , , , , ,2,Positif,0.9768
"Menarik tempatnya banyak hewan hewan yang aman buat anak. Tempat luas, parkir luas, akses mudah. Penataan tempatnya rapi. Jos!", , , , , , , , ,2,Positif,0.9821
"Tempatnya bagus, fasilitas memadai, luas, cocok untuk anak-anak, bisa jadi wisata edukasi untuk anak maupun orang dewasa, karena terdapt mini zoo nya. Untuk pengunjung dewasa sangat cocok karena banyak spot foto yang menarik. Ada resto di …", , , , , , , , ,2,Positif,0.9866
Keren tempat nya sna banyak spot photo Narsis, , , , , , , , ,2,Positif,0.9669
"Tempat wisata keluarga dan edukasi yang sangat menyenangkan. Mulai dari lokasinya yang sejuk, tempat parkirnya nyaman, pelayanannya baik, dan bersih. Harga tiket masuknya pun cukup terjangkau, kalau tidak salah sekitar 20 ribu/orang. Begitu …", , , , , , , , ,2,Positif,0.9311
Spot foto nya banyak dan ada kebun binatang mini. Ada cat condo berisi kucing cantik terawat.   Aku kemari untuk Santorini mininya. Harga tiket 25ribu klo ga salah., , , , , , , , ,2,Positif,0.8365
"Lokasi sesuai maps,, parkir sangat luas. Cocok banget buat acara keluarga, atau buat kenalkan anak2 untuk sayang binatang.. tiket masuk masih 20k.. dapat di tukar susu 1 cup.. tersedia cuci tangan dan sabun disetiap kandang, jadi tidak …", , , , , , , , ,2,Positif,0.963
"Tempat rekreasi menarik di dekat jalan kaliurang, banyak spot foto menarik adaptasi dari berbagai negara, mengunjungi tidak saat weekend dan high season bisa menjadi pilihan agar tidak ramai. Disarankan pagi agar tidak panas. Parkiran ke pintu masuk tidak terlalu jauh tapi area rekreasinya besar dan dijangkau dengan jalan kaki", , , , , , , , ,2,Positif,0.966
