review,label, , .1, .2, .3, .4, .5, .6
"Nyampe sana masih lumayan pagi tapi parkiran mobil dah hampir full, emang lagi musim libur sekolah sih jadi rame pengunjung.
Tempat luas ada mini zoo yg cocok utk bocil maupun dewasa. …",Negatif, , , , , , , 
"Tempat cocok buat keluarga
Butuh penataan tempat agar lebih baik lagi",Negatif, , , , , , , 
"tiket masuknya murah
koleksi satwanya lumayan lengkap
staffnya ramah dan sangat membantu, enak juga diajak ngobrol.
lokasinya juga cukup bersih.",Positif, , , , , , , 
"Kali kedua kesini bareng temen dan anak"" uda, pas hari libur jadi rame. Datang pas sore supaya ga terlalu panas. Rekomen buat yang mau foto"" dan ajak anak buat liat binatang selain di bonbin.",Positif, , , , , , , 
"spot fotonya masih bagus², untuk htmnya 35k/org yaa 🥰 …",Negatif, , , , , , , 
Tempat wisata yang lumayan oke buat foto-foto. Tempatnya juga ga terlalu jauh banget dari pusat kota cuma sekitar 30menitan kalau naik motor. Biaya masuk 30rb cukup sebanding sih dengan fasilitas yg ada,Negatif, , , , , , , 
"Banyak spot foto keren di situ..
Apalagi yg versi Santorini nya..
Mini Zoo nya juga lucu2 binatang nya..
Gudlak yaa",Positif, , , , , , , 
"Tiket masuk 35rb untuk hari biasa dan 40rb untuk hari libur nasional..

Cocok untuk anak anak, ada banyak binatang yg bisa dilihat dan disentuh, seperti …",Positif, , , , , , , 
"Tempatnya Cantiknyaa sekalii, Aesthetic Buat foto, cocok jua liburan sama keluarga, banyak binatang-binatang yang keren and lucuu lucuu, kemarin beli harga 35k worth itt bgtt wajib cobain kesini",Positif, , , , , , , 
"Menemani anak field trip kesini,htm saat weekday 30k karena kolektif,kalau perorangan 35k,rute kesini agak menanjak tapi tidak terlalu curam,jalanan juga lebar.Ada pendopo yang bisa dipakai untuk istirahat. …",Negatif, , , , , , , 
"Price: 25k/person
So many spot foto foto yg cuuu abissss. Hewan hewannya juga banyak bisa dikasi makan. Cocok buat moms bisa foto foto syantik, baby bisa play with animals👌🏻✨ …",Positif, , , , , , , 
"• Harga 35rb, parkir motor 5rb. Ada fasilitas untuk naik kuda, lupa harganya.
• Fasilitasnya mushola, foodcourt, gazebo.
• Ada hewan-hewan seperti kelinci, ular, kura-kura, burung unta, rusa, domba, …",Positif, , , , , , , 
"Argo wisata bhumi merapi
Lokasi wisata di lereng gunung merapi 😁
Tiket weekend 35k worth it untuk liburan keluarga x😁😁😁 …",Positif, , , , , , , 
"Destinasi yang bagus buat anak2. Bisa belajar ngasih makan kelinci, ngasih susu kambing, naik kuda, dll. Spot fotonya juga bagus, apalagi sekarang udah ada rumah hobbit. Terakhir ke sana bulan Mei 2018, harga tiket 20k, berlaku juga buat anak di atas 2th. Mas2 penjaganya pun ramah. ❤",Positif, , , , , , , 
"Lokasi wisata di kaki gunung Merapi. Dipamerkan aneka macam satwa dilindungi mulai dari bebek, kucing, kura kura, binturong, rusa, babi hutan, ular (segala varian dan ukuran) dan masih banyak lagi. …",Positif, , , , , , , 
"Mini zoo juga bisa interaksi sama beberapa hewan, tiket masuk murah, better jangan terlalu siang krn panas. Foto” di dalemnya udh kayak di luar negeri, bisa sewa kostum juga",Positif, , , , , , , 
"Harga tiketnya 25k / orang . Tapi sepadan yaa dengan apa yg kita dapet apalagi kayak aku yg suka foto fotooo hehe .. bakal ada spot burung , hewan cocok buat bawa anak kecil ya . Selain itu spot yg paling aku suka adalah spot city Gtu . Ada …",Negatif, , , , , , , 
"Konsepnya sangat menarik memang, banyak spot2 instagramable sangat menarik anak muda banget. Selain itu tempat ini cocok juga dikunjungi keluarga besar terutama yang punya anak kecil, pasti betah ga mau diajak pulang. Lokasinya yahud …",Positif, , , , , , , 
"Salah satu obyek wisata di Kaliurang  dengan konsep agro wisata yang bisa dikatakan cukup menarik. Terdapat mini zoo dengan beberapa koleksi hewan. Ada playground kecil. Ada kereta mini. Ada spot foto ala Santorini yg instagramable. Namun, …",Positif, , , , , , , 
"Kereenn .. banyak banget spot foto yang bagus, gak bakal puas, pasti pinginnya foto teruss😅 …",Positif, , , , , , , 
"Bagus spot"" Fotonya",Positif, , , , , , , 
"Ini baru tempat wisata yang klop banget, bisa kenal macam2 hewan dan juga banyak banget spot foto yg instragamable.. …",Positif, , , , , , , 
"Aku ke sini tgl 2 Januari dan kebetulan sepi. Tiket masuk Rp.30rb, parkir mobil Rp.10rb.
Tempatnya bersih, beberapa kali lewat kandang agak bau, tapi wajar aja ya …",Negatif, , , , , , , 
"Dah ke 3 kali kesini, gak bosenin Temp nya kalau buat liburan anak, tiket murah tapi anak happy, bisa berinteraksi dengan hewan.
Dan ada spot foto Santorini, bener² keluarga bisa mendapatkan view do to yg bagus",Positif, , , , , , , 
Banyak spot buat foto2 yg instagramable. Aman utk wisata bersama anak2 kecil,Positif, , , , , , , 
"Enak masakannya
Nampol pedasnya
Masakan rumahan khas Yogyakarta",Positif, , , , , , , 
"Tempat rekreasi yang cocok buat keluarga di akhir pekan, tempatnya bersih, luas, adem rindang, parkiran luas, pelayanannya juga bagus, petugas ramah dan komunikatif. …",Positif, , , , , , , 
"Salah satu tempat wisata unik di Jogja. Banyak Spot foto, karena setiap tempat berbeda beda tema. Yang paling menonjol spot foto ala Santorini. Kids Friendly, karena ada spot edukasi, mengenal berbagai macam jenis hewan. …",Positif, , , , , , , 
Cocok untuk keluarga lokasi spot potonya indah.,Positif, , , , , , , 
"Mantaaap spot fotonya banyaak. Masuk byaar parkir 2k, masuk 20k, masuk santorini +10k. Bersih, terawat, keren dehh maa syaa Allah",Positif, , , , , , , 
Anak anak pasti suka....dg banyak nya aneka binatang kesayangan yg lucu.... & bisa berinteraksi secara langsung dg binatang kesangan nya...tanpa ada rasa takut ...karena di pandu oleh petugas yang sabar....telaten...& sllu berkenan memberikan penjelasan kpd pengunjung yg bertanya....,Positif, , , , , , , 
"Menyenangkan, parkir luas, pengenalan satwa yg cukup beragam, tempat foto menarik, pilihan makanan/ jajanan yang beragam, harga tiket yg cukup terjangkau, terimakasih banyak ya",Negatif, , , , , , , 
"Datang saat weekend hari minggu Htm 35k/ org, sibayik 2th free..

Baru nyampe langit mendung dan petir jedar jeder ud kwatir aja mamak ini klo …",Negatif, , , , , , , 
"Hari minggu tepat di ultah saya hehe,
Karena tidak direncanakan dulu jadi langsung menentukan ke sini saja, di Agro Wisata Bhumi Merapi. Kesana agak sorean pas angin gunung terasa adem. Lokasinya …",Positif, , , , , , , 
"Instagramable bgt!
Ada banyak hewan peliharaan juga loh. Seru banget, jadi bisa bikin adik2 have fun. Eh, nga cuma adik2 sih, semua juga ceria kalo udah bareng sama hewan lucu2 disini. Suka.",Positif, , , , , , , 
"Banyak tempat spot foto menarik,nuansa Eropa, cocok buat yang punya anak kecil karena banyak hewan2, kayak kebun binatang mini gitu, ada tempat makan,mushola,toilet",Positif, , , , , , , 
"Pertama kali kesana kaget, soalnya pas nyampai itu malah turun trs dan gak ada apa². Ternyata masuk ke kiri tempatnya. Tambah kaget kok banyak hewan 😅. Soalnya bayangku yg cuma tmpt yg biru putih itu😂. …",Negatif, , , , , , , 
"Di tempat ini tujuan wisatanya terbagi dua yaitu melihat hewan dan berfoto ria. Untuk hewan disini ada bebek, rusa, kuda, kambing, domba, hamster, kucing bengal, kucing anggora, kelinci, burung hantu, ular, kura kura dan lain lain. Untuk …",Positif, , , , , , , 
"Cocok buat foto foto
Tiket masuk 30k/org
Sebaiknya datang saat golden hour (jam 4-5) …",Negatif, , , , , , , 
Tempatnya enak banget buat liburan keluarga. Banyak berbagai hewan dan spot foto yg bagus,Positif, , , , , , , 
Lumayan ada Minni zoo nya ..bikin anak2 happy 😊😂😂 …,Negatif, , , , , , , 
"Tempatnya nyaman buat anak2, daerah wisatanya adem..pohon2 rindang...ramah anak, dan bebas rokok....jadi buat wisata dengan anak sangat rekomen banget...tempat parkirnya juga adem....laper bisa ke  restoran dengan prasmanan dan menu khas masakan jawa. Pas klo tempat ini wisata yang ramah anak..",Positif, , , , , , , 
Menghibur. Suasana santai dan nyaman. Spot foto banyak pilihan. Mushalla kecil. Toilet ada bersih.,Positif, , , , , , , 
Spot fotonya keren kereeeeen banget terutama yang greek. Ada mini zoonya juga. Semoga bisa semakin berkembang. Amiiin,Positif, , , , , , , 
Sudah berkali2 ke sini tapi tidak membosankan dan mau kesana lagi ke Bhumi merapi,Negatif, , , , , , , 
"Tempat yg asyik untuk anak anak mengenal binatang, bisa megang ular, bisa ngasih makan binatang2 yg ada d sana & bisa naik kuda juga..",Positif, , , , , , , 
Tempatnya bagus buat foto2 tapi harus antri yaaa karna rame kalo weekend. Tiketnya 30k ada beberapa hewan jg jd anak kecil jg seneng diajak kesini. Tempatnya sejuk bersih tp kalau tempat foto2 tentu panas wkwk,Positif, , , , , , , 
"Mengisi hari libur, sekaligus refreshing untuk anak-anak yang sudah penat 1 minggu bersekolah online 😁 ,karena kebetulan materi pelajaran bahasa Indonesia di sekolahnya tentang menyayangi binatang, akhirnya diputuskan main ke Bhumi Merapi …",Positif, , , , , , , 
Tempatnya recommended buat anak anak. (Tepatnya di jakal km 20).  Banyak pengetahuan yang bisa di pelajari buat mereka yang tentunya sangat bermanfaat. Dan pasti anak anak bakalan seneng banget. Banyak satwa dan ada pengetahuan tentang …,Positif, , , , , , , 
"Cocok untuk liburan bersama keluarga tercinta, tempatnya bersih dan nyaman 😊 …",Positif, , , , , , , 
"Seru main disini. Ponakan ku naik kuda gatau harga nya brp, terus beli susu untuk kambing. Ada byk spot foto, ada mas nya juga yg bantu fotoin (gratis) hehe tp saya gak minta fotoin karna udah lelah muter2.",Positif, , , , , , , 
"Tempat wisata ini cocok untuk edukasi anak krn byk aktifitas yg dpt dilakukan disini, mulai dr mengenal jenis binatang, kasih makan kelinci, kasih susu ke kambing pake dot, naik kuda poni dan msh byk lg hal lainnya yg bs dilakukan dsini",Positif, , , , , , , 
Bagus sekalii... Sayang guide terlalu cepat..,Negatif, , , , , , , 
"Salah satu wisata yang menarik untuk dikunjungi. Parkir mobil cukup luas, akses masuk mudah dijangkau. …",Positif, , , , , , , 
"Nah dsni asyik jg,byk hewan2.spt ular,kucing,dll.
Byk spot2 foto tanpa berbayar alias Free🤗🤗🤭 …",Negatif, , , , , , , 
Great place for family leisure. Ga jauh dari kota Jogja. Byk hewan menarik plus ada wahana baru Langlang Buana bisa potoh² keren,Negatif, , , , , , , 
"Spot foto yang menarik dan cantik. Tiket masuk 30.000 / pengunjung.
Menuju ke lokasi wisata cukup mudah dicari, halaman parkir tersedia. Di lokasi wisata pengunjung dapat melihat aneka satwa seperti kambing, burung merpati, …",Positif, , , , , , , 
"Bagus.. Untuk anak anak bisa lihat dan kasih makan hewan hewan ada kelinci, domba, kambing, burung, ular dll. …",Positif, , , , , , , 
"Selain menyajikan wisata edukasi budidaya ternak dan perkebunan, Bhumi Merapi juga sangat populer akan spot-spot foto bertema Santorini, Alpen, dll. Harga tiket masuknya Rp30.000 saja dan tidak perlu bayar lagi untuk berfoto di …",Positif, , , , , , , 
"Banyak spot foto disana mulai rumah ndeso sampai pemandangan santorini, permukiman di Pegunungan Alpen, Underground Baker Street,  juga mini zoo …",Positif, , , , , , , 
"HTM 20rb, tutupnya jam 5, disana ada wahana outbond, banyak hewan seperti kelinci, ular, kambing etawa, rusa, kuda, merpati, dan kalian biasa nukerin tuket masuk dengan susu 1 tiket 1 gelas susu",Positif, , , , , , , 
"Tempat yang bagus buat rekreasi keluarga, bisa berinteraksi langsung dengan berbagai macam hewan",Positif, , , , , , , 
"Tempatnya luas banyak aneka ragam spot foto yang kekinian banget, harga tiket 35k per orang, ada beragam satwa bahkan ada cafenya juga jadi sangat lengkap.",Positif, , , , , , , 
"Banyak Spot fotonya ...
Keren juga buat terapi jalan ...",Positif, , , , , , , 
"Tempat wisata yang menarik untuk keluarga

Fieldtrip seru …",Positif, , , , , , , 
"Tempatnya keren, ada 2 spot unik, mini zoo dan santorini ala-ala yg di design dengan baik. Dengan harga 35k udah dapat hiburan 2 tipe sih worthed ya.",Negatif, , , , , , , 
Agro wisata ramah anak dengan beberapa spot menarik.. mulai dari memberi makan hewan²..foto bersama..bermain bersama hewan..naik kuda..sampai spot berfoto dengan latar berbagai tempat menarik di dunia seperti Santorini..,Positif, , , , , , , 
Tempat yang bagus utk wisata dan edukasi buat anak2 dan keluarga.udara yang sejuk membuat makin nyaman berada di sini😊 …,Positif, , , , , , , 
"Sekitar 1 jam lebih kita otw dari Bantul via motor sampe dilokasi jam 9an, kebetulan aku dapet foto ini saat jam jam sepi, agak siangan lagi sudah rame, lumayan luas, tiap sudut bisa untuk foto², disini juga ada kandang hewan sama tempat makan, cocok untuk wisata bareng keluarga",Positif, , , , , , , 
"Tempatnya strategis, bersih, rapi, nyaman luas dan banyak spot buat foto2..",Positif, , , , , , , 
Alternatif wisata keluarga. Bisa juga untuk refreshing atau sekedar hunting foto. Karna banyak spot foto-foto bagus dan menarik yang belum lama dibuka loh. Untuk binatang-binatang nya juga lebih beragam dan terrawat. …,Positif, , , , , , , 
"Suatu tempat wisata dengan area yang sangat luas dan tertata sangat rapi...ditambah lagi dengan udaranya yang sejuk...ada beberapa hewan peliharaan juga...
Ada taman bermain untuk anak anak juga...ada beberapa cafe juga di dalam kawasan …",Positif, , , , , , , 
"Unik tempatnya banyak spot foto, juga hewan hewan yang bisa mengedukasi anak-anak, disarankan datang pagi, karena kalau siang panas sekali, dan cukup ramai sehingga harus pandai-pandai menjaga diri dan tetap tertib protokol kesehatan ya.",Positif, , , , , , , 
"Bagus buat foto, ada banyak latar yang bisa diambil. Ada binatang-binatang juga semacam kelinci, tupai, domba, reptil. Tempatnya luas dan lengkap, ada kafe untuk minum di dalam arena, ada juga restoran tempat makan di luar arena. Tempat sholatnya juga ada dan toilet pun banyak. Cocok untuk wisata bersama keluarga atau pun teman.",Positif, , , , , , , 
"Tempatnya bagus,tiketnya terjangkau ramah dikantong,banyak spot foto yang instgramable disini. Dan disini lebih cocok untuk tempat rekreasi bersama keluarga,cocok untuk mengenalkan anak kepada satwa satwa juga. Nice lah pokoknya",Positif, , , , , , , 
"Selalu jadi destinasi favorit untuk mengajak anak-anak menghabiskan waktu. Simpel, tempatnya nyaman, teduh, bersih dan murah. Wajib dicoba untuk mengajarkan anak lebih dekat dengan floran dan fauna.",Positif, , , , , , , 
"destinasi wisata edukasi yang menarik, tidak hanya menawarkan mini zoo interaktif yang mendidik, tetapi juga memberikan kesempatan untuk berinteraksi langsung dengan beberapa hewan. Tempat ini memiliki banyak spot foto yang indah ala …",Positif, , , , , , , 
"Tempatnya asyik buat main anak, boleh dibilang mini zoo lah. Tiket masuknya terjangkau, 20 ribu/orang. Anak dibawah 2 thn gratis. Tiket bisa dituker susu dingin gratis. Tempat sampah masih sedikit.",Positif, , , , , , , 
"Wisata keluarga dan pasangan yang oke banget. Komplit.
Mulai dari agro wisata, replika kota kota eropa untuk foto foto, bisa kasih makan fauna (kelinci, ayam, kambing, rusa) sampai foto sama reptil. Bisa juga makan …",Positif, , , , , , , 
"Tempat rekreasi yg nyaman utk anak2 di alam yg asri, ada berbagai binatang, juga mainan..tak ketinggalan ada tempat berfoto ria yg cantik di area Langlang Buana... Pokoknya seru deh👍 …",Positif, , , , , , , 
"Cocok utk liburan bersama keluarga dr anak2 sampai org dewasa, ada mini zoo dan tempat selfi, ada resto jg. Htm 30k, parkir mobil 5k",Positif, , , , , , , 
"Tempatnya asik, buat spot foto2 juga bagus2, bisa naik kuda, memberi makan burung dan memberi susu anak kambing",Positif, , , , , , , 
Tempatnya asiiik banget buat foto foto.. pegawainya jg ramah ramah. Pokoknya the best laaah,Positif, , , , , , , 
"Liburan mengenal satwa dan bisa foto tempat2 yg asik... Misal kita fto dg satwa kaya kelinci, kura2, ular dll tidak dpungut biaya... Anak2 jg bsa belajar memberi makan hewan (byr 5rb), dan klw ingin menaiki kuda jg bisa (byr 20rb)...,bsa jg …",Positif, , , , , , , 
Datang jam 9 pagi supaya masih sepi jadi bagus untuk foto2. Lokasinya bersih dan menyenangkan utk anak2 karena bisa main2 sama binatang. Area istirahat utk makannya juga bersih dan menarik.,Positif, , , , , , , 
"Baru tau, ternyata disini ada kaya mini zoo?
Pantesan, pas kesana kok banyak yang bawa keluarga. Ternyata, emang ada mini zoonya. …",Positif, , , , , , , 
"Tempat yang cocok untuk berwisata edukasi, banyak reptil jinak yang bisa diajak untuk berfoto-foto dengan membayar seikhlasnya. Parkiran luas.",Positif, , , , , , , 
Tempat wisata yg keren. Bisa sebagai tempat edukasi buat anak2 juga. Karena ada kebun binatang mini. Kemudian nuga ada spot2 foto yg Instagram able bgt dg latar bangunan2 ikonik dunia.,Positif, , , , , , , 
"Harga masuk 30rb
parkir motor 5rb
mobil 10rb …",Negatif, , , , , , , 
"Mini zoo.. Cocok untuk keluarga.. Atau pacaran juga boleh.. Konsepnya adalah tempat wisata dengan banyak wahana.. Antara lain mini zoo, duplikasi santorini, lorong dengan landscape american, european, ancient greek.. Bisa untuk foto ala …",Positif, , , , , , , 
"sangat rekomen untuk wisata family, tempat nyaman banyak spot foto dan ramah anak. mending kesini kalo sorea atau pagi sekalian krn panas bgt",Positif, , , , , , , 
"Tempat nya adem,,bnyak sport foto,,cuma di beberapa bagian tempat nya gak bau,,",Negatif, , , , , , , 
"Recommended...cocok buat wisata anak2 dan dewasa...terlebih di ""era corona"" yg perlu ruangan terbuka",Positif, , , , , , , 
"Tempat yang sejuk di lereng merapi. Biaya masuk 20.000 bisa ditukar dengan segelas susu sapi segar. Di dalamnya ada banyak hewan-hewan seperti burung hantu, kelinci, kuda, kambing. Anak-anak bisa menaiki kuda atau memberi makan kambing. Para pegawainya ramah.",Positif, , , , , , , 
"Tempatnya oke, ramah anak, tiket untuk masyarakat daerah/sekitar mungkin lumayan mahal sih, 30ribu waktu kesana di hari Minggu (Kurang tau kalau selain weekend). …",Negatif, , , , , , , 
"Paling cocok kalo kesini tuh sm adek/ponakan/sm anak² buat yg uda nikah. Karna emang wisata edukasi, tp konsepnya unik + ga bikin bosen. Dibagi jd dua tempat wisata, ada mini zoo & tempat² buat selfie/foto² yg instagramable bgt. Ada …",Positif, , , , , , , 
"Anak saya lumayan betah disini..cuma datengnya kesiangan, harusnya dari awal pagi kesini biar bisa agak longgar jalan-jalannya. …",Positif, , , , , , , 
"Tempat nyaman untuk membawa anak anak di agrowisata.
Lokasi mudah ditempuh, masuk 50 m dari jalan utama jl. Kaliurang.
Ada gua peninggalan jaman P. Diponegoro.",Positif, , , , , , , 
"Dari jalan raya plang-nya gede banget jadi gak mungkin nyasar. Parkiran mobil cukup luas, parkiran motor di pendopo jadi aman dari hujan, cuma padet banget kalo dateng kesiangan. …",Netral, , , , , , , 
"Sangat-sangat recommended!!! 👍👍👍
Tempat nya terawat dan sangat mengedukasi terutama buat anak-anak. Harga tiket masuk juga sangat terjangkau dengan apa yg didapatkan sangat-sangat value for money 👍👍👍 …",Positif, , , , , , , 
"Taman wisata keluarga....
Yang viral ya replika santorini itu.
Sekedar saran.. …",Positif, , , , , , , 
"biasa dipakai buat outing class, beneran all in one, semua jenis wisata di satu tempat",Positif, , , , , , , 
kalau hari libur jangan ditanya ramenya kek apa. ampe foto aja susah. Tempatnya asik banget banyak spot foto. Anak anak juga seneng pasti ke sini karena ada mini zoo nya. Destinasi wajib klo ke jogja,Positif, , , , , , , 
Tempat wisata edukasi yang cocok untuk anak-anak belajar mengeksplor alam. Disana terdapat banyak satwa yang bisa dijadikan tempat belajar dan rekreasi untuk anak.,Positif, , , , , , , 
"Tempatnya bagus, ada edukasi jenis-jenis hewan, ada banyak spot foto cantik dan estetik. Keren",Positif, , , , , , , 
"Kesana waktu weekend HTM 30rb, banyak hewan2 untuk edukasi anak2, dan ada juga spot foto menarik ala2 santorini. Harga minuman dan makanan di dalam sangat terjangkau dan rasanyapun lumayan enak. Namun di sayangkan untuk mushola di dalam hanya ada satu dengan lokasi yg cukup luas",Positif, , , , , , , 
"Sangat rekomen buat wisata bersama keluarga, diusahakan datang ketika weekday agar tidak antri ketika berfoto. Banyak wahana yang dapat dinikmati, seperti berkenalan dengan berbagai macam hewan dan dapat berfoto di wahana lang lang buana",Positif, , , , , , , 
"Tempat wisata rekomended yang kids friendly , nyaman , adem , banyak spot foto..",Positif, , , , , , , 
"Tiket Rp. 30000, parkir Mobil Rp. 5000, banyak lokasi utk background foto. Tempat cuci tangan dan sabun cair banyak, kantin bervariasi. Toilet umum tersedia.",Positif, , , , , , , 
Tetep jadi destinasi terutama spot foto ya.. tapi tetep bisa jalan jalan sama liat fauna.,Negatif, , , , , , , 
"Tempatnya bagus, cukup terawat, tiket masuknya juga terjangkau. Cocok banget sih untuk liburan singkat sama anak-anak. Kemarin datang pas weekday, jadi sepi. Ada mini zoo juga, dari kucing, musang, monyet, kelinci, reptil hingga burung …",Positif, , , , , , , 
Menarik tempatnya.. cocok utk tempat main keluarga yg mempunyai anak kecil seusia s.d. SD. Tapi kalau yg sudah gede juga bisa karena ada spot foto2nya. …,Positif, , , , , , , 
"Agritourism ini memang paling cocok dinikmati bareng keluarga, ramah anak bisa untuk edukasi dan buat orang dewasa yg suka foto banyak banget spot menarik buat isi feed instagram. cukup bayar tiket sekali g usah bayar tiap spot wkwk
cuman kalau pas weekend emang harus sabar karena pengunjungnya banyak banget",Positif, , , , , , , 
"Bagus sekali tempatnya berada di deketnya gunung merapi jadi gak begitu panas dan cocok untuk semua kalangan karena ada binatang""nya juga gak cuma tempat foto"" aja …",Positif, , , , , , , 
Tempatnya sekarang jauh lebih bersih dan rapi. Koleksi hewan nya juga semakin banyak. Petugasnya juga ramah2. Hewan nya gemuk2 dan terawat dengan baik.,Positif, , , , , , , 
"Tempat wisata ini lain dari yang lain, ditempat yang jauh dadi hiruk pikuknya keramaian kota, anda akan dimanjakan dgan udara pegunungan yang sejuk, dsini jga bisa belajar bagaiman beternak sapi, kambing, keledai dan bercocok tanam aneka …",Positif, , , , , , , 
"Tempat wisata spot foto dan edukasi anak² harga terjangkau
Cuma saran tolong diberi arah petunjuk rute spot mana dulu yg harus dilewati",Positif, , , , , , , 
"Tempatnya seru & luas. Ada area semacam mini zoo, bisa kasih makan hewan & naik kuda. Ada byk spot foto2 serasa lg liburan ke luar negeri 👍🏻👍🏻
Untuk harga tiket 35rb worth it lah untuk dikunjungi. …",Positif, , , , , , , 
"cocok untuk anak2 dan dewasa. ada beberapa area hewan, areq spot foto instagramable. murah meriah parkir 5rb masuk 10rb dan klo masuk ke spot foto ala2 di santorini cukup bayar 10rb",Positif, , , , , , , 
"Area luas dengan tema utama mini zoo dan spot foto ala santorini.
Untuk minizoo sendiri tergolong terawat dan banyak pegawai yang standby di lokasi. Sedangkan untuk spot foto juga keren, ada persewaan kostum juga dan jual …",Positif, , , , , , , 
"Tempat wisata yang bagus untuk keluarga karena menyatu dengan alam, ada seperti peternakan atau zoo, bisa kasih minum kambing, bisa foto bersama burung hantu, tempat bermain anak anak luas ada santorini ala sleman kita bisa berfoto dan …",Positif, , , , , , , 
"Konsep tempatnya sangat bagus, ada mini zoo, dan ada juga spot foto-foto yang bagus. Cocok banget buat refreshing sama keluarga.",Positif, , , , , , , 
"Tempatnya bagus, terutama untuk spot fotonya sangat instagrameble, bayar 30k kesini ga rugi deh guyss! Disini juga ada hewannya juga, yuk kesinii♡",Positif, , , , , , , 
"Tempat yang recommend untuk piknik bersama keluarga, sangat kids friendly karena banyak spot untuk pengenalan binatang-binatang, dan juga banyak spot yang Instagram-able",Positif, , , , , , , 
Awesome place for our kids.. mereka bisa belajar banyak hal.. dari perawatan binatang sampai tumbuhan.. dari memberi susu pada anak kambing sampai dengan menanam hidroponik.. keren.abis,Positif, , , , , , , 
"Sangat cocok untuk wisata keluarga, bagi anak2 khususnya. Banyak kegiatan edukasi fab, seperti berkuda, memberi makan kelinci, memberi minum susu kambing, area reptil, dll.",Positif, , , , , , , 
"Tempatnya mayan bagus, cocok buat yang suka foto. Yang suka berkuda juga bisa nyoba dimari.",Positif, , , , , , , 
"Cocok buat edukasi anak anak dan untuk orang dewasa yg menemani cocok di bagian spot foto labirinnya. Bagusnya itu bisa berinteraksi dengan hewannya langsung, meskipun gk banyak macam macam hewan tapi hampir semua hewan yg ada disana …",Positif, , , , , , , 
Tempat wisata yang menggabungkan antara edukasi dan spot-spot foto menarik. HTM 30 ribu rupiah per orang. Kapasitas parkir kendaraan yang besar dengan tukang parkir yang standby di setiap sudutnya. Di dalamnya pengunjung bisa melihat …,Positif, , , , , , , 
"Nyaman, rapi, bersih, ramah anak...
Cocok buat liburan keluarga.
Spot foto juga banyak dan gratisss. …",Positif, , , , , , , 
"Lokasinya mudah dicari karena tidak jauh dari jalan utama. Tempat parkirnya pun luas. Harga tiketnya Rp. 30.000.
Saat masuk lokasi, akan disambut berbagai tanaman dan binatang seperti reptil, …",Negatif, , , , , , , 
"Tempatnya sejuk, banyak pepohonan dan tempat untuk istirahat. Bisa dapat satu gelas kecil susu stroberi gratis. Tempat yang cocok untuk anak-anak belajar dan berinteraksi dengan beberapa jenis hewan seperti kuda, kelinci, ular, kambing, …",Positif, , , , , , , 
"Ini itu salah satu tempat wisata di jogja, lokasinya lumayan dekat dari kota, selain tempatnya Bagus di sini lokasinya besar dan konsep kekinian. Kalian wajib ke sini. Selain ada binatang2 tempat ini juga ada tanaman2 dan tempat2 foto yg sangat Instagram.",Positif, , , , , , , 
"Tempatnya bagus untuk spot foto, dan juga bisa berinteraksi dengan hewan” seperti mengasih makan dan juga bisa berfoto langsung.
Juga ada kuda yg bisa dinaiki dengan harga  20rb/orang.",Positif, , , , , , , 
Tempat liburan dan tempat edukasi yang baik dan ramah unutk anak-anak,Positif, , , , , , , 
"Tempat yang bagus buat foto foto, especially di bangunan ala ala Yunaninya. Ada mini zoo juga buat yang suka interaksi sama hewan. Ada kelinci, kucing, ular, kura-kura, kambing, dsb. Bisa naik kuda poni juga.",Positif, , , , , , , 
Super keren dan sangat worth it dengan harga tiketnya xixi. Dijamin ga nyesel deh. Spot fotonya juga instagramable banget.,Positif, , , , , , , 
"Lokasi wisata yg cocok.untuk foto-foto. Parkiran luas, harga tiket terjangkau. Ada hewan-hewan juga jadi cocok untuk membawa anak kecil.",Positif, , , , , , , 
"Tempat nya bagus banget, ada mini zoo nya, kita bisa berinteraksi dengan hewan hewan seperti ular, kura kura, kucing, kelinci, monyet, burung dan lainnya. Cocok banget buat anak anak. Ada yang spot buat foto foto yang asik banget. Petugas nya juga ramah ramah. Pas untuk semua usia.",Positif, , , , , , , 
"Selalu ada ""sesuatu"" di Jogja, salah satunya tempat yg oke ini untuk keluarga. Tempatnya instagramable banget, ramah juga buat anak2, mulai dr main dengan hewan, memberi makan hewan, berkuda, dll... Affordable price jg tentunya.",Positif, , , , , , , 
"Merupakan salah satu destinasi wisata yang ada di wilayah Pakem. Tempatnya mudah dijangkau dan menawarkan berbagai macam tampilan, mulai dari hewan hingga tempat berswafoto yang cukup baik. Tempatnya bersih dan terjaga dengan baik. Sangat …",Positif, , , , , , , 
"🐴 Agro Tourism Bhumi Merapi - Tempat Asik Buat Keluarga! 🌿✨

Buat lo yang lagi nyari tempat wisata asik di Jogja, Agro Tourism Bhumi Merapi …",Positif, , , , , , , 
"Kesini sekitar jam 9, jd masih rada sepi. Tp pas pulang, tiba2 jadi rame 😅 Banyak petugas satwa yg jaga, jd bisa tanya2 seputar hewan yg ada disitu.
Tiket 1 orang di weekday 30k, abak lebih dari 2thn bayar full. Ada beberapa …",Negatif, , , , , , , 
"Htmnya 35rb per orang , anak diatas 2th berbayar full. Skrg lebih oke banyak fasilitasnya buat foto2 juga oke. Better kesini pagi .",Positif, , , , , , , 
